,rgi_id,name,cenlon,cenlat,rgi_area_km2,glacier_type,terminus_type,inv_volume_km3,inv_thickness_m,vas_volume_km3,vas_thickness_m,dem_mean_elev,dem_max_elev,dem_min_elev,n_centerlines,longuest_centerline_km,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_width,flowline_avg_slope,t_star,prcp_fac,mu_star,mb_bias,tstar_aar,tstar_mb_grad,tstar_ela_h,tstar_avg_temp_ela_h,tstar_avg_temp_mean_elev,tstar_avg_temp_max_elev,tstar_avg_temp_min_elev,tstar_avg_prcpsol_ela_h,tstar_avg_prcpsol_mean_elev,tstar_avg_prcpsol_max_elev,tstar_avg_prcpsol_min_elev,tstar_avg_prcp
10,RGI60-11.01238,Rhone,8.3965,46.6236,15.837,Glacier,Land-terminating,2.1683865176824404,136.91901987007896,1.517152292019988,95.7979599684276,2947.082275390625,3574.0,2215.0,5.0,9.25956666071459,2946.6222859312315,3505.681492664749,2222.619530519327,2201.41784820684,0.1877656104308965,1962.0,2.5,220.4222723079002,58.43505862577262,1.1846010588778082,9.292215437947254,2931.601178196993,-3.943338361780138,-4.040975564067148,-7.674860482810725,0.6650424432065647,2985.8213618679124,3022.3954626158525,4231.244943044052,1983.2888719320551,4356.19938167449
11,RGI60-11.01946,,9.92523,46.3891,15.809000000000001,Glacier,Land-terminating,1.4711462839727698,93.0575168557638,1.5134652936653226,95.73441037796968,3043.10888671875,3978.0,2049.0,4.0,7.322114282798978,3030.1938490873495,3899.897917957555,2081.1154545597988,1963.3631395926475,0.28715112009908783,1948.0,2.5,167.0196593654908,155.35858462185428,1.0179744055345985,7.351312294747246,2985.023622013396,-3.792069607547618,-4.085676089586123,-9.738752653878816,2.083333602124291,2445.3033205606384,2530.013541944603,3653.3244555612764,1488.9396170883645,3653.864331153131
12,RGI60-11.02739,,7.6392,45.9773,15.357999999999999,Glacier,Land-terminating,1.6029883311724464,104.37480994741804,1.4544174582743261,94.70096746153965,2994.357421875,4092.0,2244.0,5.0,8.751574669941299,2973.167065211055,3965.028638072785,2264.1739913782762,1675.7228587015827,0.23565738580882786,1976.0,2.5,160.27233740378531,-18.543971165617734,1.227715813014618,7.172471533131717,2946.1148418680878,-3.3261967831022,-3.502036238459448,-9.949136595079802,1.1064188365369727,2803.8892195913068,2846.208245458952,4104.757945538055,1968.0921287479416,4107.101608030258
13,RGI60-11.01198,,8.372580000000001,46.6588,14.815999999999999,Glacier,Land-terminating,1.5695763097736497,105.93792587565129,1.3843120518239518,93.43358881101187,2857.094970703125,3375.0,1670.0,6.0,6.996857715699486,2863.872668320493,3315.192808368558,1681.2073126832572,2085.585585585586,0.23637219947809915,1962.0,2.5,178.54603834144726,53.778970783240226,1.5935400651188418,8.917254787256244,2852.9308364704543,-3.4319811300070824,-3.5031030384997677,-6.436684009338941,4.1842219317500255,2829.418998073763,2848.9146897823803,3961.876180854033,1337.5652778134845,4356.19938167449
14,RGI60-11.02773,,7.87051,45.9936,14.312000000000001,Glacier,Land-terminating,1.7681218690700156,123.54121499930237,1.3199785304664329,92.22879614773844,3257.880859375,3769.0,2504.0,4.0,7.7326272683211865,3269.8764424794317,3710.9836891739724,2536.7968623613383,2084.1706713266344,0.16940660932750132,2000.0,2.5,235.8250066325411,55.12066147243411,1.47381361572203,9.798008524187779,3250.5596087086656,-4.415228616962776,-4.540788039063276,-7.407985201734973,0.22422933001792414,2993.147653745626,3019.8717142104997,3855.170317941383,1927.140365687344,4065.2351172662547
15,RGI60-11.02630,,7.62725,46.0344,14.025,Glacier,Land-terminating,1.2756570938502518,90.95594252051708,1.2837201647905383,91.53084953943231,3080.490966796875,3969.0,2046.0,7.0,8.29887445202791,3058.7960746289305,3873.5789850211877,2082.5711238908607,1468.89400921659,0.3074525628169231,1974.0,2.5,222.27243952518555,-17.73502575608571,1.2596968597583988,9.496706569032881,3022.839129509745,-4.070555847954128,-4.304275996051101,-9.600365022871607,2.0411863146683453,3064.4526570554212,3133.403100093646,4246.144701077835,1915.4490129705912,4248.242458466561
16,RGI60-11.03638,Fr4N01235A08 Dargentiere,6.985,45.951,13.795,Glacier,Land-terminating,1.6529872755832378,119.82510152832458,1.2548628467823166,90.96504869752205,2870.0185546875,3901.0,1536.0,5.0,10.227861751104818,2833.4832523546556,3784.61590967625,1572.5348104190584,1738.2812500000007,0.28529682042312715,1966.0,2.5,127.33809242468895,-9.809706225909054,1.303377263386733,6.624798347153384,2815.710635402444,-2.9875042069256437,-3.10302621949851,-9.285388619645747,5.09313882218925,2550.101778853636,2571.532933321826,3952.812167838189,1135.7393874537606,3976.9958048174462
17,RGI60-11.01702,,7.8027,46.4754,13.174000000000001,Glacier,Land-terminating,1.5252170952212785,115.77479089276441,1.1778519311196205,89.40731221494005,2802.650634765625,3207.0,2219.0,5.0,6.725544873752277,2800.9256621083123,3170.5990889015425,2289.845042206031,1911.2142753518067,0.17106918630937287,1956.0,2.5,126.06756177874095,55.78983284377597,0.9187121806620469,5.630182159315878,2803.0145006130847,-3.202872732130031,-3.1892952815688633,-5.592172605301975,0.1327288163372066,2380.2629953787114,2377.234480243586,3171.42771730559,1848.6046039461678,3927.89438826038
18,RGI60-11.01275,,8.15811,46.6173,12.687999999999999,Glacier,Land-terminating,1.4513568620287656,114.38815116872364,1.1185219875919772,88.15589435624031,2901.552001953125,3574.0,2148.0,3.0,6.9838181771801935,2897.3143159014867,3495.20197454388,2162.2405978891006,2073.202614379085,0.19135444548233976,1963.0,2.5,214.48330561387516,19.74615037909482,1.2373595371231785,9.39480455472258,2885.5253325920066,-3.6955736169977462,-3.772202010090412,-7.658471871448881,1.0057772555711766,3041.0168755735217,3066.1558894264335,4387.901380684835,2042.9580453517428,4494.80140550675
19,RGI60-11.00872,,8.85543,46.8211,12.151,Glacier,Land-terminating,1.4986692245485351,123.3371100772393,1.053951061849005,86.7378044481117,2727.832763671875,3216.0,1637.0,6.0,7.536666806840475,2726.9939641299925,3159.0289128033405,1670.8061010112658,1536.9339741968126,0.17841205476207436,1958.0,2.5000000000000004,116.08892269283959,14.491764266460526,1.3755986957060795,6.032097796015602,2725.503256025155,-2.8223237890376143,-2.8320133919189914,-5.640240616236112,4.033207859998586,2287.5434173233625,2289.798638332311,3269.371452711556,1214.0670568178725,3928.5093952302
20,RGI60-11.02801,,7.457319999999999,45.9566,11.614,Glacier,Land-terminating,1.609469679348616,138.5801342645614,0.9904417113186872,85.2799820319173,3031.217529296875,3745.0,2473.0,4.0,9.293780223087687,3018.283716588884,3709.409061004616,2483.165361832829,1472.3630831643002,0.1793519265730874,1966.0,2.5,204.4599534833537,-2.584406343102287,1.0139252490489965,8.145483917843837,3012.1954194686946,-3.9408071289853055,-3.9803810610830896,-8.472695892472395,-0.5021116834037476,2916.2191941385213,2924.9600454834804,4139.226353981457,2262.3734693218635,4189.713244038244
21,RGI60-11.03646,Fr4N01237D03 Bossons,6.865,45.868,11.42,Glacier,Land-terminating,1.0426277708032246,91.29840374809321,0.967764773756897,84.74297493492969,3602.544189453125,4779.0,1447.0,4.0,8.50989847970806,3610.7067231911897,4726.675907887245,1552.6006257480906,2023.7462342725503,0.3958287265553228,1965.0,2.5,389.0358253415161,18.256183271888176,2.4846613312872736,16.80194763210249,3256.924886365335,-5.812893909426313,-8.112475896240213,-15.366275746427668,5.265214013153509,3259.31045268677,3828.399067456436,3954.11677071356,1100.5945042780459,3954.11677071356
22,RGI60-11.01974,,10.5897,46.3918,11.33,Glacier,Land-terminating,0.9593252446645991,84.67124842582515,0.9572933523822904,84.4919110663981,3130.389404296875,3635.0,2489.0,5.0,4.395423807215858,3120.2837133866606,3574.828464383117,2516.32533465328,2070.5409356725154,0.2611286318549581,1935.0,2.5,202.32082693768515,53.4780983444116,1.199306303637761,7.708048766437892,3109.108145767859,-4.539585182730882,-4.612226373751914,-7.566767316188063,-0.6864968309877832,2383.80504075907,2402.471887680465,3169.8173827437395,1693.2538618282779,3255.725239538377
23,RGI60-11.03005,,6.84583,45.8129,10.985999999999999,Glacier,Land-terminating,1.128970739613378,102.76449477638613,0.9175576485222912,83.52063066833159,2973.72216796875,4781.0,1747.0,5.0,11.375676759431482,2942.108760131572,4723.704301974689,1769.3267893293744,1095.9696727853152,0.3204736291669777,1966.0,2.5,115.47445408346395,18.942995199953664,1.0068377732521363,5.6188193719097175,2810.8326291224585,-3.0622799215052683,-3.9155747906700182,-15.49594605158087,3.7075081768266176,2348.673738676823,2495.0746810979317,3676.9608144452495,1430.9011641483648,3676.9608144452495
24,RGI60-11.02709,,7.54822,46.0063,10.484000000000002,Glacier,Land-terminating,1.2553372628046469,119.73838828735664,0.8604062548998743,82.06850962417725,3148.25537109375,3709.0,2021.0,3.0,7.9174325343175695,3156.2226978824438,3654.6224705442323,2054.790742816207,1985.6060606060607,0.2292664054566975,1970.0,2.5,309.64143893839037,-8.50087867491208,1.7563308882799205,12.366314063715107,3130.3585228818306,-4.857753305758171,-5.0258704467307584,-8.265469035873048,2.1334374089132817,3262.4604805046647,3323.8259225629768,4180.6725675357975,1878.9943008353769,4244.0668403871605
25,RGI60-11.02922,,7.834219999999999,45.8983,10.404000000000002,Glacier,Land-terminating,0.8535675661290321,82.04224972405153,0.85139165560011,81.83310799693483,3632.03076171875,4467.0,2376.0,3.0,6.020742058734447,3637.6280445067077,4367.9522543067,2407.259602805098,1767.8844519966015,0.32855523677242604,1981.0,2.5000000000000004,668.9877367220557,-19.587928810020717,2.413733639247303,22.713758811879767,3443.6906991331184,-6.381542515990393,-7.642135286927685,-12.38924274857169,0.3552597491380474,3705.8274985876033,3984.2828949308364,4154.928664791969,2046.5239855845034,4154.928664791969
26,RGI60-11.02437,,10.5408,46.1648,10.097000000000001,Glacier,Land-terminating,1.1694503008676294,115.8215609455907,0.8170401655542345,80.91910127307466,2997.63623046875,3393.0,2559.0,2.0,6.01927402130291,2986.197779017563,3338.6396861195067,2589.368371372442,2633.541992696923,0.12013397407385873,1941.0,2.5,80.64529130257607,67.87119713970311,1.2895042456086008,3.262411010525009,2986.9351550091274,-3.7320828148330327,-3.727289870788964,-6.018162314217732,-1.1478986678766931,1380.4712387767706,1379.8163371762116,1797.4894198645325,1120.5577179115526,2259.9958117700394
27,RGI60-11.01698,,7.93185,46.4729,9.402999999999999,Glacier,Land-terminating,0.9629891597988034,102.41297030722146,0.7408329098929411,78.78686694596844,2950.061767578125,3849.0,2063.0,4.0,6.770226114619407,2946.172420567198,3796.6759404127006,2118.1510501896137,1542.7399507793268,0.2377388773281144,1964.0,2.5000000000000004,209.6307166394369,2.3393705395629865,1.265372848813349,9.108531429781346,2924.374733881193,-3.8034411670296286,-3.9451261334120042,-9.473399126469095,1.43701288508864,2972.7026903462875,3016.2730535884984,4357.293788596282,1949.8092943673905,4363.279663947321
28,RGI60-11.00666,,10.9036,46.9058,9.331,Glacier,Land-terminating,0.9981953288415424,106.9762435796316,0.7330442263950206,78.56009285125073,3035.44189453125,3525.0,2469.0,4.0,6.181899346259828,3036.510816859472,3482.3571285186317,2505.4113394018873,1615.1981997576586,0.1695586904543857,1955.0,2.5000000000000004,231.83792917098592,-32.36909894601506,1.3209235372122596,8.700090537844753,3028.7424186605126,-4.686473095497355,-4.736967684832371,-7.634968770409555,-1.2848210101321045,2662.0929194041764,2678.6177539218183,3447.6425259841167,2022.3520863311358,3561.6043776235274
29,RGI60-11.02704,,7.909489999999999,46.0336,9.281,Glacier,Land-terminating,1.1140019899329507,120.03038357213129,0.7276486525572075,78.40196665846433,3376.9150390625,4160.0,2672.0,4.0,6.382599564173218,3372.8743321741167,4096.47868098653,2712.9944945336592,1843.296921549156,0.2467194119250051,1987.0,2.5,478.91059090678453,-76.81086526572416,1.2388594806008344,16.363602991779903,3311.2363470221867,-5.268890026770143,-5.669536938523924,-10.37296530284751,-1.3803179053641808,3845.1845359035633,3971.286211291044,4607.68288463205,2638.274798181762,4607.914681465395
30,RGI60-11.02715,,7.58038,46.0109,9.182,Glacier,Land-terminating,1.0227163207569845,111.38274022620176,0.7169975779986743,78.087298845423,3149.9599609375,3654.0,2186.0,4.0,6.233242999624616,3162.843950036675,3636.949464794223,2233.9830426248027,1665.8200290275765,0.19475816218358105,1972.0,2.5,302.3092728601333,-12.470834637338582,2.1256197442334144,12.0635943560711,3131.854335869252,-4.846448611917459,-5.0478811081617145,-8.129567017668245,0.9897149145854022,3257.3207518527693,3325.4661531847673,4154.10917056646,2016.5887398946893,4231.467373017342
31,RGI60-11.01270,,8.11933,46.6143,9.023,Glacier,Land-terminating,0.7972422218725354,88.35666872132721,0.6999813732231603,77.57745464071378,2944.551025390625,3710.0,1370.0,5.0,6.293268104117249,2956.1605844197993,3634.0730338405815,1444.1704683843875,1422.288776796973,0.3061743547916404,1965.0,2.5,250.55720849678139,13.461683213769865,1.7297425381101172,12.236158625364704,2928.6439452615505,-4.035283075522983,-4.214141233741864,-8.620572245892161,5.613794723262028,3197.0429597139405,3266.4080198644074,4524.754088596425,960.2175365750422,4547.822906001922
32,RGI60-11.00887,,10.9827,46.7845,8.937999999999999,Glacier,Land-terminating,1.1428369814409782,127.86271889024144,0.6909305547431641,77.30259059556545,2992.634033203125,3417.0,2475.0,3.0,7.772337946439843,2993.3187165172358,3295.517375680929,2492.7408054889,1507.759784075574,0.119993857623458,1930.0,2.5,178.3571277282147,14.390276552766327,1.155067493079157,6.701359230569169,2991.1558011417046,-4.444439261483191,-4.458498211714192,-6.422789536806201,-1.2047417228972792,2269.634888695917,2272.6202023249475,2844.266843050761,1751.1669465570385,3216.518076865904
33,RGI60-11.00719,Vernagtferner,10.818,46.8762,8.559,Glacier,Land-terminating,1.0624496735170634,124.13245396857852,0.6509694060913896,76.05671294443154,3145.881103515625,3553.0,2816.0,4.0,6.9124943674134425,3141.0238886048983,3478.33683702746,2841.774130558369,1661.6191030867792,0.131055653172772,1945.0,2.5,328.8430063313146,-72.98763826891724,1.2274861105526622,10.845703654678989,3133.846102777334,-5.296986621120674,-5.34364222996245,-7.536176439946336,-3.398518762527544,2911.5503737553945,2927.406017519565,3552.075018383211,2382.436414785744,3665.788435289936
34,RGI60-11.03651,Fr4N01239D01 De Tre La Tete,6.784,45.784,8.402000000000001,Glacier,Land-terminating,0.8123685915287379,96.68752577109473,0.6346073506108507,75.53051066541903,2945.29345703125,3822.0,2042.0,6.0,7.8289930675857855,2929.4616881416027,3744.887843855976,2065.810623334285,1328.5895003162552,0.3110058886996869,1967.0,2.5000000000000004,139.011964033122,20.95573779876797,1.2196383894381932,6.2521770769618525,2903.542142112733,-3.6099915653550263,-3.7784686180187954,-9.078738739519407,1.8352634190534376,2475.01714126143,2504.050941317985,3671.975014553152,1695.3815883913012,3716.220223457583
35,RGI60-11.00135,,12.3829,47.1066,8.271,Glacier,Land-terminating,0.684901283362256,82.80755451121459,0.6210423202064638,75.08672714381136,2991.00439453125,3581.0,2168.0,4.0,5.493502884254439,2992.489677603646,3541.8005656984315,2209.9735845555992,1817.8021978021984,0.2649319644532961,1990.0,2.5,175.76933603093568,8.451465281596812,1.5235340404597173,7.473562995536812,2959.1857798167357,-4.26951799968394,-4.485993339765275,-8.056514186049679,0.6003613699906432,2507.355010322948,2564.427870095881,3451.2697750609277,1680.4643995048434,3615.484418561381
36,RGI60-11.03698,Fr4N01234A01 Du Tour,6.9879999999999995,45.986999999999995,8.124,Glacier,Land-terminating,0.7509947126886678,92.44149589963905,0.6059161800349162,74.58347858627722,2991.520751953125,3721.0,2184.0,4.0,5.052691193458113,2988.8367900845587,3641.0244981131427,2246.7212710727704,1934.2857142857142,0.2745056191374668,1966.0,2.5000000000000004,181.538241924939,-2.2011184015026712,0.9611857352573288,7.494458147919732,2979.214917615707,-4.050282063239475,-4.1128242355774125,-8.352044425228451,0.7109267375246451,2755.076260551941,2767.1178701915533,3885.645020248052,1936.4891271003885,3976.9958048174462
37,RGI60-11.02624,,7.896039999999999,46.0647,8.118,Glacier,Land-terminating,0.903714026938663,111.32225017721888,0.6053009515574623,74.56281738820672,3256.637451171875,4049.0,2494.0,4.0,5.516295090390224,3259.7394187799864,3979.0559055778417,2524.5985324646217,1673.8144329896909,0.2286692146746551,1958.0,2.5,348.7067542401606,-39.234139361707705,1.0408995869419708,13.059060458000346,3197.965402251494,-4.8233397472755835,-5.2248708629953295,-9.900428123649224,-0.4464550033554088,3390.183430995644,3557.4284869363078,4312.657067153863,2234.667724784561,4313.382433983587
38,RGI60-11.03039,,7.001460000000001,45.6483,8.113,Glacier,Land-terminating,,,,,2990.53857421875,3431.0,2543.0,5.0,5.142031021678296,,,,,,,,,,,,,,,,,,,,,
39,RGI60-11.01144,,8.42657,46.6989,8.048,Glacier,Land-terminating,0.6631875076254339,82.40401436697738,0.5981359043819006,74.32106167767155,2831.67626953125,3435.0,1943.0,4.0,6.831980515339461,2836.140433004453,3377.068276413205,1972.389905919804,1893.6470588235306,0.2635461553355205,1962.0,2.5,169.9949967347362,46.2842028319586,1.1612425081419593,7.682039933672901,2827.5089570338664,-3.6832569892566944,-3.7393615842230687,-7.255392638924043,1.8750169576651223,2622.6985144523583,2638.1341325884023,3858.7090515038335,1644.6436391251345,4077.071919964205
40,RGI60-11.00897,Hintereisferner,10.7584,46.8003,8.036,Glacier,Land-terminating,0.8719903512569971,108.51049667210016,0.5969099498099237,74.27948603906468,3029.61328125,3685.0,2446.0,3.0,8.999747468305845,3030.1397008212793,3627.0620460422906,2479.9747485477037,1785.7777777777776,0.1857971452814307,1963.0,2.5,223.91711344278286,-4.755467429512464,1.3592029749414474,8.664772880587202,3015.5109685369152,-4.32654708739492,-4.421633849205172,-8.301629173195275,-0.8455615856440554,2633.977481914698,2664.487934349626,3540.055796435342,1993.8182125616397,3576.6280470817323
41,RGI60-11.03001,,6.898,45.8297,7.818,Glacier,Land-terminating,0.5883117327171689,75.25092513650151,0.5747585730968217,73.51734114822482,3125.860595703125,4780.0,1390.0,3.0,8.644048983495999,3088.8038899185035,4645.971900944021,1413.8231826113379,1534.1444270015695,0.37687189571222063,1966.0,2.5000000000000004,137.20572258280671,18.313494372614066,1.3993114680702827,7.402173608110571,2894.9708665391545,-3.6091784759976315,-4.869093153958398,-14.9906854344569,6.018281668170603,2442.901080696401,2689.570667487739,3676.9608144452495,817.2430567737135,3676.9608144452495
42,RGI60-11.00846,,10.7512,46.8247,7.816,Glacier,Land-terminating,0.7083284718795173,90.6254442015759,0.5745564101066429,73.51028788467795,3100.0869140625,3665.0,2414.0,3.0,4.9887479759201065,3094.749568750409,3619.2590157368377,2466.858898736919,1792.249484063288,0.2254389876298143,1969.0,2.5,287.9915298257904,-8.29063419642226,1.816086692674209,10.550699870460257,3080.8314312685497,-4.825592470111018,-4.9160603656096065,-8.325371841363621,-0.8347709263152394,2847.641148263698,2880.926574585462,3631.044693875851,2022.5764867020864,3660.966766726586
43,RGI60-11.02119,,9.847719999999999,46.3727,7.803,Glacier,Land-terminating,0.5891617576542547,75.50451847420925,0.5732428236360875,73.46441415302928,3050.48876953125,3532.0,2201.0,3.0,4.319562117694982,3032.9245939333064,3458.734335659636,2221.141607272565,1769.3877551020407,0.28340909385235186,1938.0,2.5,181.0232547606263,283.02544261880394,1.5552605618885031,7.7253677570484225,3022.7907203822137,-4.055536632003748,-4.121406811444912,-6.889170189771623,1.155182710718489,2494.197604638776,2511.029310795315,3373.4434405055126,1588.2370195009753,3597.0157779570545
44,RGI60-11.02072,,7.51198,46.3839,7.7170000000000005,Glacier,Land-terminating,1.0539358917311656,136.57326574201966,0.5645736502109382,73.15973178838127,2737.2216796875,2937.0,2480.0,2.0,4.126446968344223,2730.7631139796404,2878.36695031256,2522.889349126466,2812.31778425656,0.08344254876028964,1925.0,2.5,132.0441521229256,200.25100800346763,1.029606445392649,5.4140950797493055,2730.6197488347852,-3.289881666230678,-3.290813539691452,-4.250238495650681,-1.939634040267788,2411.619932645045,2411.7965631366887,2618.008239556813,2189.661674029077,3871.4590855260053
45,RGI60-11.03466,Fr4N01236A07 De Talefre,6.992000000000001,45.913000000000004,7.687,Glacier,Land-terminating,0.5474839478271409,71.22205643646947,0.561558012792629,73.05294819729791,2986.576416015625,3727.0,2231.0,5.0,5.2470797949135735,2965.0345630778625,3687.1915247088145,2293.2467619495555,1439.2435873431946,0.34186176119159184,1966.0,2.5,172.32515879546932,3.6745391869232704,0.9972442447931236,7.11780361434124,2956.2382720029536,-3.900933863675208,-3.958109756841746,-8.65213010429175,0.4085110405859888,2727.372491107988,2738.251651096217,3913.38127242553,1983.1400297893888,3976.9958048174462
46,RGI60-11.02495,,7.859780000000001,46.1289,7.6160000000000005,Glacier,Land-terminating,0.8401862520843582,110.31857301527813,0.5544385935640777,72.7991850793169,3391.177734375,4248.0,2095.0,3.0,6.18156211769498,3403.659252452546,4177.904762799823,2124.4232470475267,1509.015256588072,0.3149146207420515,1969.0,2.5,652.2184797309577,-36.50562796882353,2.589962294101924,24.252685293658466,3308.97324119794,-5.718964799201951,-6.334423885055215,-11.36701980614698,1.980610321636298,4011.3117545259997,4210.555698536764,4532.58136060161,2015.7423400689927,4532.58136060161
