rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,glacier_type,terminus_type,inv_volume_km3,inv_thickness_m,vas_volume_km3,vas_thickness_m,n_orig_centerlines,perc_invalid_flowline,dem_mean_elev,dem_max_elev,dem_min_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,n_centerlines,longuest_centerline_km,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_width,flowline_avg_slope,t_star,prcp_fac,mu_star,mb_bias,tstar_aar,tstar_mb_grad,tstar_ela_h,tstar_avg_temp_ela_h,tstar_avg_temp_mean_elev,tstar_avg_temp_max_elev,tstar_avg_temp_min_elev,tstar_avg_prcpsol_ela_h,tstar_avg_prcpsol_mean_elev,tstar_avg_prcpsol_max_elev,tstar_avg_prcpsol_min_elev,tstar_avg_prcp
RGI60-11.01946,11,11-01,,9.92523,46.3891,15.809,Glacier,Land-terminating,1.464871704146445,92.66061763213644,1.5134652936653226,95.73441037796968,4,0.0,3043.10888671875,3978.0,2049.0,3978.0,2049.0,4,7.322114282798979,3030.193849087349,3899.897917957555,2081.1154545597988,1963.363139592648,0.28715112009908766,1948.0,2.4999999999999996,168.95326699352947,146.00144373483357,0.5044535761913781,7.428931328651083,2984.429189732585,-3.788205797642623,-4.085676089586123,-9.73875265387881,2.0833336021242914,2476.404594168867,2560.9620728560703,3694.4524401261365,1517.6515291112955,3695.138446561752
RGI60-11.02739,11,11-01,,7.6392,45.9773,15.358,Glacier,Land-terminating,1.6112480419830295,104.912621564203,1.454417458274326,94.70096746153963,5,0.0,2994.357421875,4092.0,2244.0,4092.0,2244.0,5,8.751574669941299,2973.167065211055,3965.028638072784,2264.173991378276,1675.722858701582,0.23565738580882778,1975.0,2.5,164.5507946722474,-33.991077975632486,0.5511097088067229,7.3929944140602935,2945.2509788360294,-3.3362925499517364,-3.5177471151332287,-9.964847471753526,1.0907079598631935,2827.394300471411,2869.7771416395035,4145.41295382828,1973.6008841498883,4148.169590857721
RGI60-11.01198,11,11-01,,8.37258,46.6588,14.816,Glacier,Land-terminating,1.5705749176230634,106.0053265134357,1.3843120518239518,93.43358881101187,7,0.0,2857.094970703125,3375.0,1670.0,3375.0,1670.0,6,6.996857715699485,2863.8726683204927,3315.1928083685575,1681.207312683257,2085.5855855855857,0.2363721994780992,1962.0,2.5,179.38959174938338,45.93532303145133,0.6144266234984199,8.964544910962776,2852.461229274022,-3.428928683167297,-3.5031030384997672,-6.43668400933894,4.1842219317500255,2845.385134282111,2865.6277569313097,3970.521553578139,1342.5391136049086,4371.678402131603
RGI60-11.02773,11,11-01,,7.87051,45.9936,14.312,Glacier,Land-terminating,1.7744149271064418,123.98092000464239,1.3199785304664327,92.22879614773845,4,0.0,3257.880859375,3769.0,2504.0,3769.0,2504.0,4,7.732627268321186,3269.8764424794313,3710.983689173971,2536.7968623613383,2084.1706713266344,0.16940660932750137,1999.0,2.5,243.85773025706658,-51.13154185099404,0.5957658274477035,10.00799987760293,3250.4037545675806,-4.497817718510654,-4.624390192549096,-7.491587355220795,0.14062717653210302,3009.145181130355,3036.809279188474,3873.0156644650674,1946.7767019478304,4073.3311815569477
RGI60-11.02630,11,11-01,,7.62725,46.0344,14.025,Glacier,Land-terminating,1.2750115620732476,90.9099152993403,1.2837201647905385,91.53084953943232,7,0.0,3080.490966796875,3969.0,2046.0,3958.0,2046.0,7,8.29887445202791,3058.7960746289305,3873.5789850211872,2082.5711238908602,1468.8940092165894,0.307452562816923,1973.0,2.4999999999999996,222.34550062442025,-30.96487564798696,0.5574627651131412,9.469653544012829,3023.6637038701233,-4.105306263863506,-4.333666678507415,-9.629755705327922,2.011795632212034,3057.543988656209,3124.772329783854,4245.306316464003,1919.140888494871,4248.915750072848
RGI60-11.03638,11,11-01,Fr4N01235A08 Dargentiere,6.985,45.951,13.795,Glacier,Land-terminating,1.6534189240988988,119.85639174330545,1.2548628467823166,90.96504869752205,5,0.0,2870.0185546875,3901.0,1536.0,3901.0,1536.0,5,10.227861751104818,2835.258021600888,3784.6159096762494,1572.534810419058,1738.2812500000002,0.2852968204231273,1966.0,2.5,128.05671503589875,-16.412322801598407,0.5673678049345343,6.663331399096386,2817.2286071032854,-2.9973710231846926,-3.114562219837043,-9.285388619645747,5.09313882218925,2558.5925184598773,2580.626151936279,3956.498189970279,1134.576219316316,3980.882199010541
RGI60-11.01702,11,11-01,,7.8027,46.4754,13.174,Glacier,Land-terminating,1.5320022854936124,116.28983493954854,1.1778519311196203,89.40731221494005,5,0.04424778761061947,2802.650634765625,3207.0,2219.0,3207.0,2219.0,5,6.725544873752277,2800.925662108312,3170.599088901542,2289.8450422060273,1911.2142753518067,0.17106918630937318,1954.0,2.5,131.4998296892295,47.766262177891434,0.47881708883770535,5.779315315976948,2805.2964417770368,-3.238314666487949,-3.2099045980550462,-5.6127819217881605,0.11211949985104559,2434.0984858962793,2427.70983969483,3275.329718226909,1897.568224034435,4001.6014028364616
RGI60-11.01275,11,11-01,,8.15811,46.6173,12.688,Glacier,Land-terminating,1.4513977107640221,114.39137064659695,1.1185219875919772,88.15589435624031,3,0.21568627450980393,2901.552001953125,3574.0,2148.0,3574.0,2148.0,3,6.983818177180194,2897.314315901486,3495.201974543879,2162.2405978891,2073.2026143790845,0.1913544454823399,1963.0,2.4999999999999996,214.68521083021344,13.977604580342467,0.553044567309101,9.406129445509219,2885.28678215844,-3.69402303914756,-3.7722020100904117,-7.658471871448881,1.0057772555711773,3045.0276109399288,3070.542722933373,4388.432597572011,2045.784391306517,4496.613616020449
RGI60-11.00872,11,11-01,,8.85543,46.8211,12.151,Glacier,Land-terminating,1.5029776283792335,123.69168203269143,1.0539510618490053,86.7378044481117,6,0.0,2727.832763671875,3216.0,1637.0,3216.0,1637.0,6,7.536666806840475,2726.9939641299925,3159.0289128033396,1670.8061010112665,1536.9339741968129,0.17841205476207436,1958.0,2.5000000000000004,118.14521730693909,1.7550399575788218,0.5790534816307523,6.149786731979946,2724.7780000192474,-2.8176096249019618,-2.832013391918991,-5.640240616236108,4.033207859998586,2330.8420162148786,2334.2016756749626,3298.39377653503,1229.6494690789714,3980.560535430908
RGI60-11.02801,11,11-01,,7.45732,45.9566,11.614,Glacier,Land-terminating,1.6049735610674123,138.19300508588017,0.9904417113186873,85.27998203191729,4,0.0,3031.217529296875,3745.0,2473.0,3745.0,2473.0,4,9.293780223087687,3018.2837165888836,3709.409061004616,2483.1653618328296,1472.3630831643002,0.17935192657308735,1965.0,2.5,199.90326963458816,-2.3126043827443854,0.5034572407927186,8.071780193839547,3010.192365702606,-3.884985607946214,-3.9375793897921794,-8.429894221181486,-0.45931001211283934,2916.177807054463,2927.776678293919,4109.665631630498,2256.5490486107997,4170.199303196323
RGI60-11.03646,11,11-01,Fr4N01237D03 Bossons,6.865,45.868,11.42,Glacier,Land-terminating,1.0202895534326788,89.34234268237118,0.967764773756897,84.74297493492969,4,0.05714285714285714,3602.544189453125,4779.0,1447.0,4713.0,1447.0,4,8.50989847970806,3610.706723191188,4726.675907887245,1552.6006257480926,2023.7462342725503,0.3958287265553224,1965.0,2.5,389.6347219657569,18.837272516097148,0.713028066451844,16.831941464265025,3256.9125288867285,-5.812813585813722,-8.11247589624021,-15.366275746427668,5.265214013153506,3264.3564085400976,3833.2020087309156,3959.8438085125335,1099.1514689670296,3959.8438085125335
RGI60-11.01974,11,11-01,,10.5897,46.3918,11.33,Glacier,Land-terminating,0.9648114687096789,85.15546943598225,0.9572933523822905,84.4919110663981,6,0.0,3130.389404296875,3635.0,2489.0,3598.0,2489.0,5,4.395423807215858,3120.2837133866606,3574.8284643831175,2516.3253346532797,2070.5409356725154,0.26112863185495805,1934.0,2.5,211.56295506138255,15.994435606912575,0.5453111745526529,7.931595138005495,3109.445499709423,-4.5878353390565465,-4.658283729412177,-7.612824671848326,-0.732554186648045,2449.232700327245,2467.085939954158,3240.861915177681,1755.1684389837164,3328.0689320718084
RGI60-11.03005,11,11-01,,6.84583,45.8129,10.986,Glacier,Land-terminating,1.1218124424292364,102.11291119872895,0.9175576485222912,83.5206306683316,5,0.0,2973.72216796875,4781.0,1747.0,4781.0,1747.0,5,11.37567675943148,2942.1087601315694,4723.704301974688,1769.3267893293755,1095.9696727853152,0.3204736291669774,1966.0,2.5,115.60852444546973,18.790654854921513,0.5017036188333877,5.633225877302519,2809.0278699899477,-3.050548986901946,-3.915574790670015,-15.49594605158087,3.7075081768265723,2357.7635195922976,2505.046720979124,3676.0986189073137,1431.3484780234016,3676.0986189073137
RGI60-11.02709,11,11-01,,7.54822,46.0063,10.484,Glacier,Land-terminating,1.259549567163245,120.14017237344956,0.8604062548998743,82.06850962417725,3,0.0,3148.25537109375,3709.0,2021.0,3704.0,2021.0,3,7.91743253431757,3156.2226978824447,3654.622470544231,2054.7907428162066,1985.6060606060607,0.22926640545669744,1969.0,2.5,314.38396464397425,-15.139816542828274,0.6371988558224057,12.499593037351291,3131.349932360348,-4.8749800243901795,-5.036653003619477,-8.276251592761765,2.122654852024566,3251.67415407697,3314.673874942763,4179.128592041037,1876.2143379700778,4241.42112910363
RGI60-11.02922,11,11-01,,7.83422,45.8983,10.404,Glacier,Land-terminating,0.8534522550825765,82.03116638625303,0.85139165560011,81.83310799693483,3,0.0,3632.03076171875,4467.0,2376.0,4467.0,2376.0,3,6.020742058734446,3637.6280445067073,4367.952254306699,2407.2596028050975,1767.8844519966012,0.32855523677242576,1981.0,2.5000000000000004,668.336247286157,-48.691139978901845,0.7070656045032,22.690787502801072,3443.87621262104,-6.382748353686664,-7.642135286927684,-12.389242748571686,0.35525974913804975,3700.22986180128,3979.1660201502973,4153.1812290683865,2043.8007077494412,4153.1812290683865
RGI60-11.02437,11,11-01,,10.5408,46.1648,10.097,Glacier,Land-terminating,1.1741126523153296,116.28331705608889,0.8170401655542345,80.91910127307465,2,0.0,2997.63623046875,3393.0,2559.0,3393.0,2559.0,2,6.01927402130291,2986.197779017563,3338.6396861195067,2589.368371372443,2633.541992696923,0.1201339740738586,1940.0,2.4999999999999996,83.88349473350675,33.06438623653077,0.5632242211744936,3.3606376960283018,2986.8906624766955,-3.7135140419996935,-3.709010299422398,-5.999882742851164,-1.1296190965101547,1427.9948117415122,1427.4126155650883,1845.1164968132396,1169.770921082353,2320.052201286439
RGI60-11.01698,11,11-01,,7.93185,46.4729,9.403,Glacier,Land-terminating,0.9631823706020812,102.43351809019262,0.7408329098929411,78.78686694596843,5,0.0,2950.061767578125,3849.0,2063.0,3849.0,2063.0,4,6.770226114619408,2946.1724205671962,3796.6759404126997,2118.151050189613,1542.7399507793268,0.23773887732811447,1964.0,2.5000000000000004,210.0324838453484,2.4700190069166323,0.5585715611786285,9.131321127203226,2924.018642312547,-3.801126571785716,-3.945126133411965,-9.473399126469094,1.4370128850886401,2980.505740088319,3024.483938040057,4362.049333513496,1954.3600416957552,4368.430449270433
RGI60-11.00666,11,11-01,,10.9036,46.9058,9.331,Glacier,Land-terminating,0.9983390982397249,106.99165129565158,0.7330442263950206,78.56009285125074,5,0.0,3035.44189453125,3525.0,2469.0,3525.0,2469.0,4,6.1818993462598275,3036.510816859471,3482.357128518631,2505.4113394018877,1615.1981997576595,0.16955869045438565,1954.0,2.5000000000000004,233.0662547327106,16.004273735111113,0.5691370336132942,8.754672369022893,3028.255207680926,-4.6625774318305195,-4.716238892598237,-7.614239978175419,-1.2640922178979705,2664.5469784642073,2681.816015675481,3438.11127589064,2008.0918448209254,3559.0743948413483
RGI60-11.02704,11,11-01,,7.90949,46.0336,9.281,Glacier,Land-terminating,1.0868996692572825,117.11018955471205,0.7276486525572075,78.40196665846433,4,0.0,3376.9150390625,4160.0,2672.0,4121.0,2672.0,4,6.382599564173217,3372.8743321741167,4096.47868098653,2712.9944945336592,1843.2969215491557,0.24671941192500504,1987.0,2.5,477.79392692411216,-69.40005333682564,0.5533440090078212,16.319893376504922,3311.35080274197,-5.269633988964032,-5.6695369385239225,-10.37296530284751,-1.380317905364182,3835.0272550206764,3960.1969488932,4601.65107397787,2633.3398991036843,4601.950225460914
RGI60-11.02715,11,11-01,,7.58038,46.0109,9.182,Glacier,Land-terminating,1.02572593744403,111.71051377085928,0.7169975779986743,78.08729884542302,4,0.0,3149.9599609375,3654.0,2186.0,3654.0,2186.0,4,6.233242999624616,3162.8439500366735,3636.9494647942224,2233.983042624803,1665.8200290275763,0.19475816218358105,1971.0,2.5,307.3338949101768,-22.10243676331996,0.6479912670039737,12.161507136443742,3132.8399686117937,-4.87887075234245,-5.073896635628006,-8.155582545134532,0.9636993871191099,3250.8919345545073,3319.102130318692,4151.492707104368,2011.3018804894168,4229.641580027919
RGI60-11.01270,11,11-01,,8.11933,46.6143,9.023,Glacier,Land-terminating,0.7922678496580401,87.80536957309545,0.6999813732231603,77.57745464071378,5,0.03278688524590164,2944.551025390625,3710.0,1370.0,3710.0,1370.0,5,6.293268104117249,2956.160584419798,3634.0730338405806,1444.1704683843882,1422.2887767969737,0.3061743547916403,1964.0,2.5,241.23888822049614,9.266170176022477,0.6336650852456107,11.836970996634502,2929.6436872109757,-4.014182831101434,-4.18654266651498,-8.59297367866528,5.641393290488909,3130.0728122348846,3195.7089642834326,4457.5522926775375,953.3506881487173,4481.643034719651
RGI60-11.00887,11,11-01,,10.9827,46.7845,8.938,Glacier,Land-terminating,1.1383201742420401,127.35737013224882,0.6909305547431641,77.30259059556546,3,0.0,2992.634033203125,3417.0,2475.0,3417.0,2475.0,3,7.772337946439842,2993.318716517236,3295.517375680928,2492.7408054889,1507.7597840755734,0.11999385762345785,1929.0,2.5,185.79883217459368,-4.766611269265665,0.5359774098902111,6.9839978878014985,2990.257945732133,-4.448370229152867,-4.468265239666528,-6.432556564758538,-1.2145087508496168,2315.519270785798,2319.8586914074685,2888.210499671512,1779.0825383304582,3264.6746370869296
RGI60-11.00719,11,11-01,Vernagtferner,10.818,46.8762,8.559,Glacier,Land-terminating,1.00953902298176,117.95058102368971,0.6509694060913896,76.05671294443155,4,0.32673267326732675,3145.881103515625,3553.0,2816.0,3553.0,2816.0,4,6.912494367413443,3141.023888604898,3478.3368370274598,2841.774130558368,1661.6191030867794,0.1310556531727719,1944.0,2.5,318.27694936441713,31.547939817254644,0.5510634184148111,10.480047966471952,3134.6168194484317,-5.325204167433108,-5.366850117809386,-7.559384327793272,-3.4217266503744814,2881.0760335725745,2894.8344366849383,3537.5580717820217,2376.4462406011494,3664.2149586831365
RGI60-11.03651,11,11-01,Fr4N01239D01 De Tre La Tete,6.784,45.784,8.402,Glacier,Land-terminating,0.8135046433260423,96.82273783932901,0.6346073506108507,75.53051066541903,7,0.0,2945.29345703125,3822.0,2042.0,3822.0,2042.0,6,7.8289930675857855,2928.7031157428837,3744.8878438559755,2065.8106233342864,1328.5895003162555,0.31100588869968665,1967.0,2.5000000000000004,139.38622162677981,20.00857627492045,0.5488534972312905,6.276152897463572,2901.7859702492515,-3.598576448006864,-3.773537897325364,-9.078738739519409,1.8352634190534105,2489.0799979619987,2518.9977122978644,3677.9177135481004,1704.9720168203607,3723.414631566694
RGI60-11.00135,11,11-01,,12.3829,47.1066,8.271,Glacier,Land-terminating,0.6848250268424373,82.79833476513568,0.6210423202064638,75.08672714381136,4,0.0,2991.00439453125,3581.0,2168.0,3581.0,2168.0,4,5.493502884254438,2992.4896776036458,3541.800565698431,2209.9735845555983,1817.8021978021984,0.2649319644532963,1990.0,2.5,175.6402771766048,4.014032673268805,0.6037303305732986,7.467136583743133,2959.226449174652,-4.26978235051585,-4.485993339765275,-8.05651418604968,0.6003613699906469,2505.1854811635803,2562.238837374007,3449.769032634059,1679.4218752600575,3614.54339304278
RGI60-11.03698,11,11-01,Fr4N01234A01 Du Tour,6.988,45.987,8.124,Glacier,Land-terminating,0.7513266046527723,92.48234916946974,0.6059161800349162,74.58347858627722,4,0.047619047619047616,2991.520751953125,3721.0,2184.0,3721.0,2184.0,4,5.052691193458114,2988.2856452502615,3641.024498113142,2246.7212710727704,1934.2857142857147,0.2745056191374669,1966.0,2.5000000000000004,181.69326553237727,-7.658732490284585,0.48959762691767067,7.505417255542097,2978.4258404345132,-4.045153061455927,-4.109241794080596,-8.35204442522845,0.710926737524645,2761.168513787787,2773.401550339664,3889.2289150431443,1940.247527741852,3980.882199010541
RGI60-11.02624,11,11-01,,7.89604,46.0647,8.118,Glacier,Land-terminating,0.9043637956410794,111.4022906677851,0.6053009515574623,74.56281738820674,4,0.13402061855670103,3256.637451171875,4049.0,2494.0,4049.0,2494.0,4,5.516295090390224,3259.739418779986,3979.055905577841,2524.598532464623,1673.8144329896907,0.22866921467465504,1958.0,2.5,350.6675130055395,-28.783013073739944,0.5100199900092228,13.120229021499375,3197.9803934895326,-4.823437190324837,-5.2248708629953295,-9.900428123649224,-0.44645500335541594,3409.200555940691,3574.783636748115,4332.7007407629535,2253.4411217054994,4333.442138610348
RGI60-11.03039,11,11-01,,7.00146,45.6483,8.113,Glacier,Land-terminating,,,,,5,0.13,2990.53857421875,3431.0,2543.0,3431.0,2543.0,5,5.142031021678296,,,,,,,,,,,,,,,,,,,,,
RGI60-11.01144,11,11-01,,8.42657,46.6989,8.048,Glacier,Land-terminating,0.6643888312300041,82.55328419855915,0.5981359043819006,74.32106167767154,4,0.22727272727272727,2831.67626953125,3435.0,1943.0,3435.0,1943.0,4,6.83198051533946,2836.1404330044534,3377.0682764132057,1972.3899059198031,1893.6470588235297,0.2635461553355205,1962.0,2.5,171.39984874331068,37.5582486105709,0.537303196548864,7.749697100609596,2826.695610201597,-3.677970234737869,-3.7393615842230687,-7.255392638924043,1.8750169576651228,2648.5064066522946,2665.209588318973,3876.4384838412875,1662.7477361227675,4103.641277805451
RGI60-11.00897,11,11-01,Hintereisferner,10.7584,46.8003,8.036,Glacier,Land-terminating,0.8722059206798972,108.53732213537795,0.5969099498099237,74.27948603906468,3,0.16666666666666666,3029.61328125,3685.0,2446.0,3677.0,2446.0,3,8.999747468305845,3030.139700821279,3627.06204604229,2479.9747485477033,1785.7777777777778,0.18579714528143063,1963.0,2.5,224.35413228080947,-10.656047382188717,0.5761280353485403,8.690342715233433,3015.5471178319576,-4.326782057817564,-4.421633849205172,-8.301629173195275,-0.8455615856440554,2638.950985806661,2669.0100287949103,3552.8392856066657,1994.3270996520512,3591.481586148662
RGI60-11.03001,11,11-01,,6.898,45.8297,7.818,Glacier,Land-terminating,0.5820292939032625,74.44733869317761,0.5747585730968217,73.51734114822482,4,0.08256880733944955,3125.860595703125,4780.0,1390.0,4780.0,1390.0,3,8.644048983495999,3088.8038899185035,4645.971900944022,1413.8231826113367,1534.14442700157,0.37687189571222085,1966.0,2.5000000000000004,137.35006375351182,18.93303350969066,0.5832137622364304,7.415281278167539,2893.429194282275,-3.5991576061211794,-4.869093153958399,-14.990685434456898,6.018281668170607,2451.6109752922284,2697.2006569083674,3676.0986189073137,825.0665865538172,3676.0986189073137
RGI60-11.00846,11,11-01,,10.7512,46.8247,7.816,Glacier,Land-terminating,0.707725151731923,90.54825380398196,0.5745564101066429,73.51028788467796,3,0.0,3100.0869140625,3665.0,2414.0,3665.0,2414.0,3,4.988747975920107,3094.7495687504083,3619.2590157368372,2466.8588987369185,1792.2494840632883,0.2254389876298144,1969.0,2.5,286.9916298637914,-0.7669034604193148,0.64489729573972,10.50869014379427,3080.9202679176533,-4.826169908342042,-4.916060365609607,-8.325371841363623,-0.8347709263152361,2837.3115943018156,2869.9148221010187,3627.3272168903113,2018.5659774352848,3660.9884233167095
RGI60-11.02119,11,11-01,,9.84772,46.3727,7.803,Glacier,Land-terminating,0.5472969144425066,70.13929443066853,0.5732428236360875,73.46441415302928,3,0.0,3050.48876953125,3532.0,2201.0,3532.0,2201.0,3,4.319562117694982,3032.9245939333055,3458.734335659635,2221.141607272565,1769.3877551020407,0.28340909385235175,1938.0,2.4999999999999996,183.66960431449277,276.61274323206743,0.6086504777967005,7.825549922332107,3022.2599797378853,-4.05208681774446,-4.12140681144491,-6.889170189771623,1.1551827107184893,2533.2425591462684,2550.769668738012,3411.3858786620704,1628.5992080954738,3655.994090295607
RGI60-11.02072,11,11-01,,7.51198,46.3839,7.717,Glacier,Land-terminating,1.0626954764768606,137.70836808045362,0.5645736502109382,73.15973178838127,5,0.0,2737.2216796875,2937.0,2480.0,2937.0,2480.0,2,4.126446968344224,2730.7631139796385,2878.3669503125598,2522.8893491264657,2812.3177842565606,0.0834425487602896,1917.0,2.5,133.0048466660565,173.03297983475886,0.5558907271637645,5.70131280669993,2730.2374132821888,-3.4000308909017214,-3.403447945505637,-4.362872901464873,-2.052268446081983,2390.4780889686563,2391.215957234369,2604.4609220770453,2130.7222221143866,3765.807553506667
