rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,glacier_type,terminus_type,inv_volume_km3,inv_thickness_m,vas_volume_km3,vas_thickness_m,n_orig_centerlines,perc_invalid_flowline,dem_mean_elev,dem_max_elev,dem_min_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,n_centerlines,longuest_centerline_km,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_width,flowline_avg_slope,t_star,prcp_fac,mu_star,mb_bias,tstar_aar,tstar_mb_grad,tstar_ela_h,tstar_avg_temp_ela_h,tstar_avg_temp_mean_elev,tstar_avg_temp_max_elev,tstar_avg_temp_min_elev,tstar_avg_prcpsol_ela_h,tstar_avg_prcpsol_mean_elev,tstar_avg_prcpsol_max_elev,tstar_avg_prcpsol_min_elev,tstar_avg_prcp
RGI60-11.00834,11,11-01,,10.956,46.8341,0.811,Glacier,Land-terminating,0.03730455675941679,45.99822041851638,0.025490748704203058,31.43125610875839,1,0.0,3113.696044921875,3432.0,2921.0,3395.0,2921.0,1,1.4325382386916232,3108.0272527444677,3378.0597317348183,2947.7978278031705,1175.3623188405795,0.2842810495381371,1946,2.5000000000000004,280.3547712673522,4.84826375692532,0.3981476254746929,9.40647765396409,3104.9046592325603,-5.158648338027036,-5.178945196273217,-6.934156345924681,-4.137453912666387,2721.936536803709,2728.074784355169,3291.2574014963902,2448.321956683798,3528.4138894542566
RGI60-11.00919,11,11-01,,10.8472,46.8027,0.674,Glacier,Land-terminating,0.026704424145524312,39.620807337573154,0.019764520146638646,29.324213867416386,1,0.0,3097.947998046875,3301.0,2914.0,3301.0,2914.0,1,1.3181606050557098,3098.975970714185,3281.9887399857917,2922.089678025902,1035.3302611367128,0.27216316484625735,1964,2.5,250.71850978360985,7.006280468198672,0.4990665362680443,8.508151834248478,3096.6307190689968,-4.95090438006037,-4.9661485160686105,-6.155731540877969,-3.8163875898724395,2490.9393417037827,2495.635179769551,2875.5200484446495,2196.93600184925,3270.1796780709296
RGI60-11.00822,11,11-01,,10.8092,46.8417,0.531,Glacier,Land-terminating,0.030571620106337925,57.573672516643924,0.014239144048497531,26.8157138389784,1,0.10714285714285714,3052.628662109375,3225.0,2939.0,3225.0,2939.0,1,1.1491168824543136,3051.7964735810174,3197.546891354466,2952.668786634669,948.2142857142854,0.21893369671945181,1980,2.5,272.45360705835697,8.985091277882233,0.4411697581806076,9.634723596489161,3049.764081869555,-4.542209749865005,-4.555420296262043,-5.502798031336089,-3.9110903178167415,3000.460962511742,3004.3443675950775,3291.581404291339,2821.166325385656,3905.62996239816
RGI60-11.00962,11,11-01,,10.9092,46.7884,0.53,Glacier,Land-terminating,0.015795566901906186,29.802956418690915,0.014202285466716062,26.79676503153974,1,0.0,3120.465576171875,3483.0,2794.0,3475.0,2794.0,1,1.276812408671318,3110.0529100123176,3460.183305752883,2812.2936771085306,854.8387096774197,0.47560182235870235,1950,2.5,226.78809393232532,5.9220901752019115,0.4323478984112745,7.886187847230847,3102.744438640739,-4.991718822843966,-5.039223887739369,-7.315071507009247,-3.1037888339321817,2406.324228100226,2419.5751624245604,3057.1947893236247,1988.5767487696935,3220.4810312332647
RGI60-11.00860,11,11-01,,10.7835,46.8288,0.522,Glacier,Land-terminating,0.033507595547297195,64.19079606761915,0.013908357929888785,26.644363850361657,1,0.2222222222222222,3236.828125,3415.0,3060.0,3414.0,3060.0,1,1.1042640687119283,3234.8889296339134,3388.601769620508,3084.7802032715745,966.6666666666666,0.2764856736485604,1980,2.5,415.4647386174595,6.0021792301508246,0.39928862272106164,11.525375143495253,3232.2138840204134,-5.550169832391327,-5.567557629237767,-6.566691109765141,-4.591850887751397,3104.678214530022,3109.4653798995646,3352.241096986395,2823.566407735587,3689.475613624819
RGI60-11.00904,11,11-01,,10.854,46.8096,0.452,Glacier,Land-terminating,0.01895793675336399,41.942337949920336,0.011410226484027937,25.243863902716676,1,0.0,3064.372802734375,3327.0,2917.0,3327.0,2917.0,1,1.256141269071953,3059.214018424346,3297.1287757385107,2925.302361884624,743.421052631579,0.2966730053774104,1964,2.5,221.0400487384784,8.356789266020192,0.5041405985385126,7.679292093375431,3058.1587043088225,-4.700836278959727,-4.707695820852176,-6.254141775301092,-3.8372700353850178,2413.7709541280083,2415.793290492716,2904.0913851995488,2201.3512493899816,3270.1796780709296
RGI60-11.00731,11,11-01,,10.8554,46.8798,0.428,Glacier,Land-terminating,0.02340084412977354,54.674869462087706,0.010585566369322423,24.732631704024353,2,0.0,3267.668212890625,3523.0,3076.0,3523.0,3076.0,2,1.6304124804588176,3263.9083604416273,3495.439670049253,3086.6746834647606,459.7207303974222,0.2942151161980237,1951,2.499999999999999,528.4096666339193,24.73428183878157,0.5063122065467467,14.664697471565573,3256.079583747522,-6.146990265034228,-6.197877314595817,-7.702830858096188,-5.045858390477338,3136.516823849999,3152.712976842601,3470.121810901007,2760.0690283952254,3569.8444783610685
RGI60-11.00944,11,11-01,,10.9536,46.7964,0.417,Glacier,Land-terminating,0.015392525930037565,36.9125322063251,0.010213297737730727,24.492320713982558,1,0.0,3147.1396484375,3331.0,2994.0,3331.0,2994.0,1,1.115830519165799,3147.0759462363576,3303.514484790231,2999.169996489378,756.8058076225044,0.2760218821800117,1938,2.5,245.29957541907064,0.41803673483400666,0.5077176367944989,7.827712278975983,3146.2203527988822,-5.284258517003455,-5.289819874461848,-6.306670396042042,-4.328431181270737,2407.0274532009685,2408.519179714656,2706.0858028255625,2195.3278969052108,3179.910470654888
RGI60-11.00862,11,11-01,,10.9527,46.8255,0.415,Glacier,Land-terminating,0.015596634400720604,37.58225156800145,0.010146004486444852,24.448203581794825,1,0.0,3108.102294921875,3342.0,2948.0,3342.0,2948.0,1,1.0962712113868642,3103.8669676689738,3298.790508740743,2968.2629081124496,780.0751879699245,0.3030033470680541,1945,2.5,219.87799852404774,4.088440148567011,0.4238534870219431,7.592488165483787,3103.1291434946606,-4.985617257145049,-4.9904131143770485,-6.257416157484779,-4.108986709073717,2351.5077303265803,2352.754724755691,2744.033180710603,2140.321066308142,3197.177109872141
RGI60-11.00937,11,11-01,,10.7858,46.8001,0.408,Glacier,Land-terminating,0.01185642239742078,29.059858817207797,0.009911437376102917,24.292738666918915,1,0.0,3065.051025390625,3251.0,2837.0,3251.0,2837.0,1,0.9206610383315982,3063.85329088613,3234.075611351216,2852.1072218643353,894.7368421052633,0.40478271075584055,1965,2.5,265.20908775465495,-5.372493236773281,0.5955681431709581,9.25950918557109,3062.0730718107047,-4.680813665108536,-4.692385089337556,-5.798830195189206,-3.31603561229852,2771.3497561274417,2775.177374074212,3158.151324399617,2412.785817701864,3634.1560711399206
RGI60-11.00739,11,11-01,,10.9748,46.8717,0.407,Glacier,Land-terminating,0.01606339061978395,39.46779022059939,0.009878050218702767,24.270393657746357,1,0.0,3090.188720703125,3357.0,2685.0,3357.0,2685.0,1,1.5188813844421312,3091.3955770985444,3325.572828916447,2707.0072872975998,549.2577597840757,0.39999632124757906,1951,2.5000000000000004,276.23755713120397,6.444096102275416,0.5811696216007838,9.678468443948242,3084.2442403222744,-5.030060509725173,-5.076544199730005,-6.598696367952006,-2.578020264473418,2754.9496495697385,2770.065723500483,3267.936679545617,2168.5244885184775,3569.8444783610685
RGI60-11.00745,11,11-01,,10.9671,46.8705,0.363,Glacier,Land-terminating,0.014037984247961146,38.672132914493524,0.008440157023626578,23.251121277208203,1,0.0,3079.405517578125,3272.0,2917.0,3272.0,2917.0,1,1.0007636354360394,3079.370560104018,3256.5161028416887,2956.12228248297,746.9135802469136,0.30465760279416226,1951,2.5000000000000004,270.8734511929559,7.244158051767097,0.4163254847753921,9.453394800357247,3078.417317907716,-4.992185513249076,-4.99838158765295,-6.14982763920486,-4.197267766587271,2742.595643515674,2744.6321529040833,3137.4200390790797,2500.3087607346133,3569.8444783610685
RGI60-11.00959,11,11-01,,10.849,46.7911,0.315,Glacier,Land-terminating,0.01063760864431305,33.770186172422385,0.006944738999266393,22.046790473861563,1,0.0,3221.89990234375,3373.0,3045.0,3370.0,3045.0,1,0.963484414822461,3221.0741850344602,3356.152295358762,3055.7891479272557,673.0769230769232,0.3116315553944871,1962,2.5000000000000004,361.7214477384439,6.116223292838352,0.5338511263708083,10.70917103964622,3217.0405758848356,-5.684374918534428,-5.710593378547956,-6.588601113771307,-4.636240615184667,2693.265729389236,2701.290078226787,2937.7284461308086,2382.600133237108,3243.532210980692
RGI60-11.00895,11,11-01,,10.8624,46.8155,0.314,Glacier,Land-terminating,0.011232967581439306,35.77378210649461,0.006914442718562433,22.02051821198227,1,0.0,3092.312744140625,3294.0,2909.0,3294.0,2909.0,1,1.1452935059634506,3092.2278270123334,3273.884193587663,2917.0859915029605,562.7240143369175,0.3124649340171888,1963,2.5,247.13297017374245,9.569589139024071,0.5154759046782035,8.458037302716267,3089.3785114721654,-4.876614493291614,-4.895135044684849,-6.075901451786512,-3.756713090385598,2487.3650556195616,2492.869065225663,2852.384823267431,2202.0578869487645,3267.400225408616
RGI60-11.00726,11,11-01,,10.9908,46.8838,0.257,Glacier,Land-terminating,0.010013305939714138,38.96227992106668,0.0052497299266982345,20.42696469532387,1,0.0,3171.806884765625,3252.0,3035.0,3250.0,3035.0,1,0.7188326112068524,3180.0872999706176,3234.69229924268,3050.492524701758,719.8879551820729,0.25729947815542764,1952,2.5,383.52034468674896,5.085457363504897,0.6387616733274573,11.895554488498595,3178.9141563139406,-5.651747115361196,-5.659372549286847,-6.014305051878341,-4.817006492659307,2965.007998492275,2967.5448529708256,3084.2515929466153,2689.977570929883,3573.7901733152326
RGI60-11.00888,11,11-01,,10.8712,46.8198,0.23,Glacier,Land-terminating,0.007157541135549769,31.11974406760769,0.004506658932505064,19.594169271761146,1,0.0,3207.164306640625,3419.0,3032.0,3419.0,3032.0,1,0.8689158723275373,3205.7184793793335,3374.1220961813638,3043.6956782187735,541.1764705882354,0.37531222540561765,1961,2.5,330.5583290861946,10.362687606028144,0.5560155376704423,10.057421607388225,3202.625002175435,-5.573021359353912,-5.59312896159409,-6.687752493392005,-4.539980732321476,2615.2424037760225,2621.3430806241277,2913.9036782685553,2319.309258299554,3207.5794844319744
RGI60-11.00702,11,11-01,,10.9122,46.8945,0.207,Glacier,Land-terminating,0.005217815170984195,25.206836574802878,0.0038988644994528664,18.835094200255394,1,0.0,3053.22607421875,3269.0,2891.0,3269.0,2891.0,1,0.7218031739553292,3049.395418904444,3235.244639933454,2896.6233510546917,588.0681818181819,0.4524853516114656,1954,2.5000000000000004,247.36423529920037,15.105949337440471,0.5166146237181843,9.049558261485599,3046.5281264527102,-4.781351406297683,-4.799988807618486,-6.008008769231414,-3.8069703461068114,2702.8416612276687,2708.8900092813083,3096.3102571035743,2409.1559995474454,3559.0743948413483
RGI60-11.00718,11,11-01,,10.8956,46.8874,0.163,Glacier,Land-terminating,0.0037744221555310077,23.15596414436201,0.002806964196228333,17.22063924066462,1,0.0,3098.1220703125,3202.0,3015.0,3202.0,3015.0,1,0.44752900397563433,3089.365287941601,3180.5859438273737,3024.2572019270156,727.6785714285714,0.3494781309429858,1954,2.5000000000000004,284.7911563594214,17.554414701056892,0.5325669121722445,9.849027509034245,3088.6797233798225,-5.055336791976894,-5.059792961720459,-5.652727237211635,-4.636590393893927,2790.9485701723647,2792.3903946855535,2987.454531730228,2656.264848156253,3559.0743948413483
RGI60-11.00762,11,11-01,,10.967,46.8646,0.121,Glacier,Land-terminating,0.0032916611104900017,27.203810830495883,0.0018634116279822035,15.400096099026475,1,0.0,3082.96484375,3215.0,2976.0,3215.0,2976.0,1,0.6321320343559641,3081.985833144295,3201.927553005337,2998.7983254227256,403.3333333333333,0.33705610056542823,1950,2.5000000000000004,268.80971449683875,6.874475976620523,0.4627169608686731,9.1991599627105,3081.333184934182,-5.021532915127305,-5.025775128580622,-5.805396323762796,-4.4850563172341085,2734.7943470260348,2736.0842066107134,2992.232236993099,2580.7812046239383,3560.267242400877
RGI60-11.00753,11,11-01,,10.8488,46.8693,0.113,Glacier,Land-terminating,0.002999864032501053,26.547469314168612,0.001696140314824813,15.010091281635514,1,0.0,3287.16552734375,3373.0,3189.0,3373.0,3189.0,1,0.45941125496954294,3280.1538866775245,3343.743661166029,3207.9816236842353,502.2222222222223,0.3075905263175514,1951,2.5,582.6170503029249,24.920121642935058,0.523879781024652,14.388401242846683,3279.3306547624034,-6.298122229749144,-6.303473237307893,-6.716806780011205,-5.834353518172442,3183.453939261909,3185.0515676383948,3299.5451007988795,3032.0494578241833,3569.8444783610685
RGI60-11.00927,11,11-01,,10.7922,46.8037,0.109,Glacier,Land-terminating,0.002503536550619973,22.968225235045622,0.0016141368475532996,14.808594931681649,1,0.0,3046.21337890625,3162.0,2922.0,3162.0,2922.0,1,0.5110660171779822,3048.859937417575,3142.310528499856,2933.1787569632465,427.4509803921569,0.405929709276454,1966,2.5,258.0137045821529,-2.6834007928440915,0.5443090359073757,8.941303667868814,3048.428726831491,-4.628146927507836,-4.630949796375267,-5.238378650942732,-3.8790221079080527,2748.768665908292,2749.7625319893295,2973.1937622186424,2533.004761534229,3655.398188006494
RGI60-11.00935,11,11-01,,10.9542,46.8002,0.099,Glacier,Land-terminating,0.0027040908780989427,27.314049273726692,0.0014140908417795534,14.283745876561145,1,0.0,3210.832763671875,3385.0,3116.0,3385.0,3116.0,1,0.6483919189857865,3206.1638692636693,3366.097794807224,3122.6500381411975,307.45341614906835,0.37144963191659114,1939,2.5,304.9074166573945,0.6615426877134459,0.3863631455396946,9.3570816009888,3204.9014081454734,-5.661384308331791,-5.669590305769317,-6.709160843251292,-5.126750392273267,2529.3998758380817,2531.841052588677,2859.9772179498295,2377.525070900009,3190.912654076853
RGI60-11.00839,11,11-01,,10.9445,46.8345,0.095,Glacier,Land-terminating,0.0025612871993816217,26.960917888227595,0.0013361304892864241,14.064531466172886,1,0.0,3164.163818359375,3255.0,3000.0,3255.0,3000.0,1,0.55577878733769,3166.58345777334,3240.9580785972403,3030.385427786983,357.14285714285717,0.38423910103161335,1948,2.5,353.3899506903403,6.376300143000464,0.5843785271965773,11.031749510382507,3165.2362503282593,-5.561436903308058,-5.570193751881778,-6.053628797211532,-4.684906538704828,2875.6794693526604,2878.5388079209747,3036.242568594721,2610.820661692028,3538.419406244832
RGI60-11.00898,11,11-01,,10.9218,46.8148,0.094,Glacier,Land-terminating,0.0025458466536251354,27.083475038565272,0.0013168300111308872,14.008829905647737,1,0.0,3142.013427734375,3333.0,3018.0,3333.0,3018.0,1,0.6783818177180198,3136.0043988224893,3314.9709015867384,3027.9559860510403,279.7619047619047,0.40220426881951094,1950,2.5000000000000004,251.53206751218067,6.781462720711598,0.40745916764779133,8.438079177809497,3134.2897449285715,-5.196763317945447,-5.207908568485892,-6.37119086045481,-4.50559387098105,2463.5298313346757,2466.7003735877975,2831.1925594798167,2278.9712812714047,3220.4810312332647
RGI60-11.00831,11,11-01,,10.8228,46.8394,0.071,Glacier,Land-terminating,0.001912994543035172,26.94358511317144,0.0008952805438110505,12.609585124099302,1,0.0,3002.0322265625,3085.0,2925.0,3085.0,2925.0,1,0.49878383797157344,2999.0475076555335,3075.0614831833873,2934.802920055378,281.7460317460318,0.28184923334736695,1973,2.5,243.67405426348418,11.28576866617704,0.4680595591407162,8.883085123368012,2998.553749568558,-4.3874787809909295,-4.39068820862243,-4.8847790597477205,-3.9730983806055393,2881.3110646385567,2882.273393696214,3039.645819271251,2764.423805317553,3862.5894090898573
RGI60-11.00814,11,11-01,,10.7998,46.8465,0.063,Glacier,Land-terminating,0.0015074408655882097,23.92763278711444,0.0007595776413876729,12.05678795853449,1,0.0,3225.44140625,3291.0,3115.0,3291.0,3115.0,1,0.40558787847868005,3224.731514430215,3277.9249494614733,3129.7875986521904,321.4285714285715,0.3729744335531327,1984,2.5,422.8458170918418,7.9789835607250525,0.5616035906838218,11.220175095281995,3224.1069332612324,-5.55402252749633,-5.558082305178509,-5.903839640015459,-4.940946839888343,3214.794485809516,3215.9709692738306,3316.2884303374676,3035.3801323427233,3858.7922769977204
RGI60-11.00902,11,11-01,,10.9253,46.8123,0.061,Glacier,Land-terminating,0.0013894331989700898,22.77759342573918,0.0007266201550366214,11.911805820272482,1,0.0,3264.31640625,3342.0,3163.0,3342.0,3163.0,1,0.3950020920410532,3264.2897380789664,3327.507987405098,3172.5821965867094,312.8205128205128,0.3915996944653948,1949,2.5,392.70117336964597,6.098839306238063,0.5195976538684589,11.31190958388179,3262.939368188434,-6.002878358737036,-6.01165576320661,-6.422574392304691,-5.415556731208006,2685.9296621335866,2688.72863079146,2819.1488892068905,2502.0453879177285,3198.0605851450273
RGI60-11.00802,11,11-01,,10.9575,46.8484,0.054,Glacier,Land-terminating,0.0014576020495873194,26.992630547913322,0.0006144978062497604,11.379589004625194,1,0.0,3435.64794921875,3491.0,3320.0,3491.0,3320.0,1,0.3506173157302029,3439.333053276067,3479.8884458960847,3345.458395666645,319.526627218935,0.3893309293403987,1948,2.5,1169.979383987706,6.461654696356199,0.5425305605839406,20.715451180546868,3437.5976987227414,-7.331786354398738,-7.343066159228039,-7.606676216697031,-6.73288087217725,3379.7102713589043,3381.530507071552,3421.9940838870634,3249.1960049341556,3538.419406244832
RGI60-11.00729,11,11-01,,10.8875,46.8842,0.032,Glacier,Land-terminating,0.000723849360486999,22.62029251521872,0.0002992679007455167,9.352121898297396,1,0.0,3269.00927734375,3317.0,3205.0,3317.0,3205.0,1,0.26184776310850244,3269.3027315699087,3301.662408696638,3223.6962140632413,246.1538461538462,0.31444678495299583,1954,2.5,560.2741754100207,18.80062015507907,0.5006045590639604,13.551232055616723,3268.932910629466,-6.226982533273402,-6.229386369435918,-6.439724275099395,-5.932943999526233,3161.574827011714,3162.242221587442,3216.5179429583004,3073.0140537136567,3559.0743948413483
RGI60-11.00984,11,11-01,,10.9007,46.7845,0.029,Glacier,Land-terminating,0.0005552341531709785,19.14600528175788,0.00026138229337396114,9.013182530136591,1,0.0,3131.0556640625,3254.0,3052.0,3254.0,3052.0,1,0.31455844122715726,3131.0252061468937,3230.9634293471845,3071.165954269072,185.89743589743597,0.48039030553772305,1952,2.5,249.8830133274626,6.3883414071403966,0.34173288606065266,8.456974920151394,3130.5953606734,-5.169434405639528,-5.17222840127486,-5.821826865479543,-4.783143256041272,2464.168749862925,2464.9820548893463,2672.436900043112,2353.8741674061844,3225.800205030749
